ncessch,school_name,lea_name,school_type,school_level,charter,magnet,suspension_rate,counselors_per_student,counselor_quartile,pct_black,pct_hispanic,pct_white,pct_frp_lunch,enrollmentwhite,enrollment,free_lunch,pct_free_lunch,reduced_price_lunch,pct_rp_lunch,frp_lunch,students_oos_suspension,student_suspension_rate,suspensions_instances,homicide_ind,rape_incidents,sexual_battery_incidents,robbery_w_weapon_incidents,robbery_w_firearm_incidents,robbery_no_weapon_incidents,attack_w_weapon_incidents,attack_w_firearm_incidents,attack_no_weapon_incidents,threats_w_weapon_incidents,threats_w_firearm_incidents,threats_no_weapon_incidents,possession_firearm_incidents,num_incidents,incident_rate,counselors_fte,social_workers_fte,socialworkers_per_student,pct_students_oos_suspension,enrollment_by_1000
420666002097,Bullskin El Sch,Connellsville Area SD,Regular school,Elementary,0,0,8.9775562,.24937657,3,0,1.2468828,96.758102,99.750626,388,401,400,99.750626,0,0,400,36,8.9775562,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.9775562,.40099999
420666002105,Connellsville Area MS,Connellsville Area SD,Regular school,Elementary,0,0,14.524043,.19627085,2,1.373896,.58881259,94.111877,99.705597,959,1019,1016,99.705597,0,0,1016,139,13.640824,148,0,0,3,0,0,7,0,0,55,6,2,4,3,73,7.1638861,2,0,0,13.640824,1.0190001
420666002172,Springfield El Sch,Connellsville Area SD,Regular school,Elementary,0,0,16.31016,.26737967,3,.26737967,1.6042781,97.058823,100,363,374,374,100,0,0,374,29,7.7540107,61,0,0,0,0,0,6,0,0,3,0,3,3,0,12,3.2085562,1,0,0,7.7540107,.37400001
420666004939,West Crawford El Sch,Connellsville Area SD,Regular school,Elementary,0,0,7.1833649,.18903592,2,3.7807183,.75614369,87.523628,99.810966,463,529,528,99.810966,0,0,528,26,4.9149337,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.9149337,.52899998
420666005048,Dunbar Twp El Sch,Connellsville Area SD,Regular school,Elementary,0,0,6.2068968,.1724138,1,1.7241379,1.0344827,90.689651,99.827583,526,580,579,99.827583,0,0,579,38,6.551724,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.551724,.57999998
420666005228,Connellsville Area SHS,Connellsville Area SD,Regular school,High School,0,0,7.513989,.3197442,3,1.3589128,.47961631,94.884094,68.98481,1187,1251,851,68.025581,12,.95923263,863,92,7.3541169,94,0,0,0,0,0,0,0,0,12,1,2,8,0,15,1.1990408,4,0,0,7.3541169,1.251
420678000537,Conrad Weiser MS,Conrad Weiser Area SD,Regular school,Elementary,0,0,6.5384617,.12820514,1,3.8461537,10.769231,80.641029,35.128204,629,780,225,28.846153,49,6.2820511,274,32,4.1025643,51,0,0,0,0,0,0,0,0,3,0,0,1,0,3,.38461539,1,0,0,4.1025643,.77999997
420678000777,Conrad Weiser HS,Conrad Weiser Area SD,Regular school,High School,0,0,10.851064,.63829786,4,6.9148936,11.595745,77.978722,32.978722,733,940,269,28.617022,41,4.361702,310,62,6.5957446,102,0,0,2,0,0,7,0,0,9,0,0,4,0,18,1.9148936,6,0,0,6.5957446,.94
420678005203,Conrad Weiser West El Sch,Conrad Weiser Area SD,Regular school,Elementary,0,0,.92592591,.23148148,2,2.3148148,13.888889,79.861115,48.611111,345,432,181,41.898148,29,6.7129631,210,2,.46296296,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.46296296,.43200001
420678009944,Conrad Weiser East El Sch,Conrad Weiser Area SD,Regular school,Elementary,0,0,1.5384616,.21978022,2,6.5934067,10.769231,74.945053,29.010988,341,455,115,25.274725,17,3.7362638,132,1,.21978022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.21978022,.45500001
420681006944,Cornell El Sch,Cornell SD,Regular school,Elementary,0,0,15.853659,.30487806,3,13.414634,8.2317076,59.451218,,195,328,,,,,,25,7.6219511,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.6219511,.32800001
420681007335,Cornell HS,Cornell SD,Regular school,High School,0,0,27.777779,.37037036,4,17.777779,6.6666665,61.48148,89.259262,166,270,241,89.259262,0,0,241,39,14.444445,75,0,0,0,0,0,0,0,0,3,0,0,0,1,3,1.1111112,1,0,0,14.444445,.27000001
420684002728,Ebenezer El Sch,Cornwall-Lebanon SD,Regular school,Elementary,0,0,0,0,1,6.549521,9.2651758,76.677315,39.616615,480,626,220,35.143768,28,4.4728436,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.62599999
420684002729,South Lebanon El Sch,Cornwall-Lebanon SD,Regular school,Elementary,0,0,0,0,1,4.1166382,9.090909,82.504288,34.648369,481,583,188,32.246998,14,2.4013722,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.583
420684004800,Cedar Crest HS,Cornwall-Lebanon SD,Regular school,High School,0,0,4.7619047,.27210885,3,4.2176871,10.952381,79.523811,30,1169,1470,377,25.646259,64,4.3537416,441,51,3.4693878,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,.068027213,3.4693878,1.47
420684006301,Cedar Crest MS,Cornwall-Lebanon SD,Regular school,Elementary,0,0,4.9426303,.17652251,1,3.6187115,12.444837,80.052956,38.305386,907,1133,377,33.274494,57,5.0308914,434,34,3.0008826,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3.0008826,1.133
420684006302,Cornwall El Sch,Cornwall-Lebanon SD,Regular school,Elementary,0,0,1.7301039,0,1,1.384083,7.2664361,84.42907,27.854671,488,578,151,26.124567,10,1.7301039,161,5,.86505193,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86505193,.57800001
420684009945,Union Canal El Sch,Cornwall-Lebanon SD,Regular school,Elementary,0,0,.46948355,0,1,3.9906104,13.615024,76.291077,50.938969,325,426,182,42.723003,35,8.2159624,217,2,.46948355,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.46948355,.426
420686000795,Corry Area MS,Corry Area SD,Regular school,Elementary,0,0,3.7694013,.29490024,3,0,.88691795,96.230598,,434,451,,,,,,16,3.5476718,17,0,0,0,0,0,0,2,0,0,0,0,0,0,2,.44345897,1.33,0,0,3.5476718,.45100001
420686001997,Corry Area Intrmd Sch,Corry Area SD,Regular school,Elementary,0,0,0,.32608697,3,.43478259,.2173913,96.521736,,444,460,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,.46000001
420686001998,Corry Area HS,Corry Area SD,Regular school,High School,0,0,4.8589344,.26175547,3,.47021943,.47021943,96.708466,59.24765,617,638,338,52.978058,40,6.2695923,378,27,4.2319751,31,0,0,0,0,0,0,0,0,4,0,0,0,0,4,.62695926,1.67,0,0,4.2319751,.63800001
420686007537,Corry Area Primary Sch,Corry Area SD,Regular school,Elementary,0,0,3.6144578,.30120483,3,.60240966,.40160644,94.37751,66.26506,470,498,301,60.441769,29,5.8232932,330,13,2.6104417,18,0,0,0,0,0,0,0,0,6,0,0,0,0,6,1.2048193,1.5,0,0,2.6104417,.498
420693003868,Coudersport Area El Sch,Coudersport Area SD,Regular school,Elementary,0,0,1.2195122,.24390244,2,0,1.2195122,94.878052,35.853657,389,410,133,32.439026,14,3.4146342,147,3,.73170733,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.73170733,.41
420693003869,Coudersport Area JSHS,Coudersport Area SD,Regular school,High School,0,0,.27027026,.27027026,3,.54054052,1.3513514,93.513512,35.405407,346,370,111,30,20,5.4054055,131,1,.27027026,1,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1.081081,1,0,0,.27027026,.37
420696000172,Newtown El Sch,Council Rock SD,Regular school,Elementary,0,0,.89514065,.12787724,1,1.9181585,4.6035805,76.854218,9.5907927,601,782,64,8.1841431,11,1.4066496,75,6,.76726341,7,0,0,0,0,0,0,0,0,1,1,1,1,0,3,.38363171,1,0,0,.76726341,.78200001
420696000544,Maureen M Welch El Sch,Council Rock SD,Regular school,Elementary,0,0,1.0785824,.092449926,1,1.8489984,3.8520801,87.057014,8.1664095,565,649,45,6.9337444,8,1.2326657,53,4,.61633283,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,1,.15408321,.61633283,.64899999
420696000691,Council Rock HS South,Council Rock SD,Regular school,High School,0,0,9.4865522,.39119804,4,2.200489,2.7383864,89.877754,,1838,2045,,,,,,125,6.1124697,194,0,0,0,0,0,0,0,0,7,8,8,8,0,23,1.1246943,8,2,.09779951,6.1124697,2.0450001
420696001086,Goodnoe El Sch,Council Rock SD,Regular school,Elementary,0,0,.3783102,.1261034,1,1.6393442,3.0264816,79.445145,8.4489279,630,793,57,7.1878939,10,1.261034,67,3,.3783102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.3783102,.79299998
420696001087,Richboro El Sch,Council Rock SD,Regular school,Elementary,0,0,0,.48661801,4,.97323602,5.109489,86.374695,12.408759,355,411,43,10.462287,8,1.946472,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.41100001
420696001088,Churchville El Sch,Council Rock SD,Regular school,Elementary,0,0,0,.32051283,3,.64102566,2.4038463,93.910255,11.057693,586,624,58,9.2948713,11,1.7628205,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.62400001
420696001130,Sol Feinstone El Sch,Council Rock SD,Regular school,Elementary,0,0,0,.14641288,1,.43923867,2.9282577,83.894585,3.0746706,573,683,21,3.0746706,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.68300003
420696001133,Wrightstown El Sch,Council Rock SD,Regular school,Elementary,0,0,0,.4830918,4,.4830918,5.3140097,87.439613,6.2801933,181,207,11,5.3140097,2,.9661836,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.207
420696004680,Holland El Sch,Council Rock SD,Regular school,Elementary,0,0,0,.12012012,1,1.2012012,2.7027028,87.987991,11.711712,293,333,38,11.411411,1,.3003003,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.40000001,0,0,0,.333
420696005096,Council Rock HS North,Council Rock SD,Regular school,High School,0,0,5.4794521,.41691482,4,1.7272186,2.8588445,84.752831,,1423,1679,,,,,,63,3.7522335,92,0,0,0,0,0,1,0,0,1,1,1,1,1,4,.23823705,7,1,.059559263,3.7522335,1.679
420696005308,Rolling Hills El Sch,Council Rock SD,Regular school,Elementary,0,0,.90909094,.11363637,1,1.5909091,3.409091,89.318184,19.09091,393,440,73,16.59091,11,2.5,84,4,.90909094,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5,0,0,.90909094,.44
420696006453,Newtown MS,Council Rock SD,Regular school,Elementary,0,0,3.4610631,.24721879,2,1.236094,2.9666255,85.16687,7.2929544,689,809,53,6.5512977,6,.74165636,59,23,2.8430161,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2.8430161,.80900002
420696006454,Richboro MS,Council Rock SD,Regular school,Elementary,0,0,6.9582505,.19880715,2,1.9880716,2.3856859,89.264412,12.922465,449,503,58,11.530815,7,1.3916501,65,29,5.7654076,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.7654076,.50300002
420696006833,Holland MS,Council Rock SD,Regular school,Elementary,0,0,6.5979381,.41237113,4,1.4432989,2.4742267,89.484535,11.752578,434,485,44,9.0721645,13,2.6804123,57,21,4.3298969,32,0,0,0,0,0,2,0,0,0,0,0,0,0,2,.41237113,2,0,0,4.3298969,.48500001
420696007264,Hillcrest El Sch,Council Rock SD,Regular school,Elementary,0,0,.56179774,.093632959,1,1.8726592,3.3707864,87.265915,9.1760302,466,534,46,8.6142321,3,.56179774,49,3,.56179774,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5,0,0,.56179774,.53399998
420705004098,Cranberry Area JSHS,Cranberry Area SD,Regular school,High School,0,0,6.4885497,.38167939,4,.76335877,.38167939,97.137405,40.267174,509,524,181,34.541985,30,5.7251906,211,23,4.3893127,34,0,0,0,0,0,2,0,0,9,0,0,0,0,11,2.0992367,2,0,0,4.3893127,.52399999
420705006595,Cranberry El Sch,Cranberry Area SD,Regular school,Elementary,0,0,2.0408163,.15698586,1,.62794346,.15698586,96.389328,54.317112,614,637,303,47.566719,43,6.7503924,346,12,1.8838304,13,0,0,0,0,0,0,0,0,0,0,2,0,0,2,.31397173,1,0,0,1.8838304,.63700002
420708001632,Cochranton JSHS,Crawford Central SD,Regular school,High School,0,0,2.5462964,.46296296,4,.46296296,.69444442,96.527779,29.166666,417,432,106,24.537037,20,4.6296296,126,7,1.6203704,11,0,0,0,0,0,0,3,0,0,4,0,0,0,7,1.6203704,2,0,0,1.6203704,.43200001
420708001645,Second District El Sch,Crawford Central SD,Regular school,Elementary,0,0,20.273973,.2739726,3,10.410959,1.6438357,72.054794,77.260277,263,365,268,73.42466,14,3.8356164,282,33,9.0410957,74,0,0,0,0,0,0,27,0,0,0,0,0,0,27,7.3972602,1,0,0,9.0410957,.36500001
420708001650,Neason Hill El Sch,Crawford Central SD,Regular school,Elementary,0,0,12.058824,.29411766,3,2.0588236,1.1764706,89.705879,59.117645,305,340,183,53.823528,18,5.2941175,201,28,8.2352943,41,0,0,0,0,0,0,70,0,0,2,0,0,0,72,21.17647,1,0,0,8.2352943,.34
420708001651,First District El Sch,Crawford Central SD,Regular school,Elementary,0,0,25.307125,.24570024,2,6.6339068,1.7199017,76.412773,65.847664,311,407,260,63.882065,8,1.9656019,268,43,10.56511,103,0,0,0,0,0,0,1,0,0,0,0,0,0,1,.24570024,1,0,0,10.56511,.40700001
420708001653,Meadville MS,Crawford Central SD,Regular school,Elementary,0,0,55.012226,.48899755,4,8.0684595,2.200489,80.929092,53.78973,331,409,204,49.87775,16,3.9119804,220,87,21.271393,225,0,0,0,0,0,0,11,0,0,0,0,0,0,11,2.6894865,2,0,0,21.271393,.40900001
420708001654,Meadville Area SHS,Crawford Central SD,Regular school,High School,0,0,20.021881,.32822758,3,7.9868708,2.9540482,83.807442,37.308533,766,914,309,33.807442,32,3.5010941,341,106,11.597374,183,0,0,0,0,0,0,28,0,0,8,0,0,0,36,3.938731,3,0,0,11.597374,.91399997
420708005037,Cochranton El Sch,Crawford Central SD,Regular school,Elementary,0,0,5.7071962,.24813896,2,1.4888338,1.4888338,91.31514,42.679901,368,403,143,35.483871,29,7.1960297,172,18,4.4665012,23,0,0,0,0,0,0,0,0,0,2,0,0,0,2,.49627793,1,0,0,4.4665012,.403
420708007265,West End El Sch,Crawford Central SD,Regular school,Elementary,0,0,12.771739,.27173913,3,1.0869565,1.6304348,91.847824,45.108696,338,368,143,38.858696,23,6.25,166,26,7.0652175,47,0,0,0,0,0,0,3,0,0,2,0,0,0,5,1.3586956,1,0,0,7.0652175,.368
420711001695,Sporting Hill El Sch,Cumberland Valley SD,Regular school,Elementary,0,0,0,.13736264,1,3.0219781,8.9285717,70.87912,29.258242,516,728,193,26.510988,20,2.7472527,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.72799999
420711001696,Shaull El Sch,Cumberland Valley SD,Regular school,Elementary,0,0,0,.152207,1,1.6742771,2.435312,76.864532,11.872146,505,657,69,10.502283,9,1.369863,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.65700001
420711001697,Middlesex El Sch,Cumberland Valley SD,Regular school,Elementary,0,0,3.0456853,.2538071,3,2.2842638,8.3756342,81.725891,43.147209,322,394,156,39.59391,14,3.5532994,170,9,2.2842638,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2842638,.39399999
420711001698,Monroe El Sch,Cumberland Valley SD,Regular school,Elementary,0,0,.62761503,.20920502,2,1.2552301,4.1841006,87.656906,22.803347,419,478,102,21.338913,7,1.4644351,109,2,.41841003,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.41841003,.47799999
420711001699,Silver Spring El Sch,Cumberland Valley SD,Regular school,Elementary,0,0,0,.18348624,2,2.0183487,3.3027523,67.706421,15.779817,369,545,81,14.862386,5,.91743118,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.54500002
420711001700,Green Ridge El Sch,Cumberland Valley SD,Regular school,Elementary,0,0,.52173913,.17391305,1,1.7391304,2.9565217,70.434784,17.043478,405,575,90,15.652174,8,1.3913044,98,2,.34782609,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.34782609,.57499999
420711001701,Cumberland Valley HS,Cumberland Valley SD,Regular school,High School,0,0,6.3522253,.26626092,3,2.0159757,4.6785851,77.558006,17.611259,2039,2629,413,15.709395,50,1.9018638,463,89,3.3853176,167,0,0,0,0,0,0,0,0,10,0,0,4,0,10,.38037276,7,0,0,3.3853176,2.6289999
420711004849,Good Hope MS,Cumberland Valley SD,Regular school,Elementary,0,0,.51813471,.25906736,3,2.849741,4.5768566,69.430054,16.493956,804,1158,170,14.680484,21,1.8134716,191,6,.51813471,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,.51813471,1.158
420711005020,Hampden El Sch,Cumberland Valley SD,Regular school,Elementary,0,0,.40268457,.13422818,1,4.2953019,3.0872483,58.926174,15.57047,439,745,111,14.899329,5,.67114097,116,3,.40268457,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.40268457,.745
420711006714,Eagle View MS,Cumberland Valley SD,Regular school,Elementary,0,0,1.7509727,.29182878,3,2.8210118,5.7392998,77.23735,22.568094,794,1028,211,20.525291,21,2.0428016,232,16,1.5564202,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1.5564202,1.028
420714001529,Curwensville Area JSHS,Curwensville Area SD,Regular school,High School,0,0,3.4552846,.40650406,4,.20325203,1.2195122,98.170731,47.764229,483,492,201,40.853657,34,6.9105692,235,15,3.0487804,17,0,0,0,0,0,0,0,0,5,0,0,2,0,5,1.0162601,2,0,0,3.0487804,.49200001
420714006238,Curwensville Area El Sch,Curwensville Area SD,Regular school,Elementary,0,0,.37878788,.18939394,2,.37878788,.18939394,98.86364,43.939392,522,528,214,40.530304,18,3.409091,232,2,.37878788,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,.37878788,.528
420720000463,Wycallis El Sch,Dallas SD,Regular school,Elementary,0,0,1.4869889,.18587361,2,1.3011153,5.2044611,89.405205,20.631969,481,538,98,18.215614,13,2.4163568,111,6,1.1152416,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.25,.046468403,1.1152416,.53799999
420720002868,Dallas El Sch,Dallas SD,Regular school,Elementary,0,0,.71813285,.17953321,1,.17953321,2.6929982,92.459602,23.51885,515,557,119,21.364452,12,2.1543987,131,4,.71813285,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.25,.044883303,.71813285,.55699998
420720002869,Dallas SHS,Dallas SD,Regular school,High School,0,0,1.2672811,.34562212,4,1.0368663,1.7281106,93.894012,19.930876,815,868,156,17.972351,17,1.9585253,173,10,1.1520737,11,0,0,0,0,0,0,0,0,9,0,0,1,0,9,1.0368663,3,.25,.028801844,1.1520737,.86799997
420720005150,Dallas MS,Dallas SD,Regular school,Elementary,0,0,4.9019608,.3267974,3,.81699347,1.6339869,93.137253,24.836601,570,612,141,23.039215,11,1.7973856,152,29,4.7385621,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,.25,.040849674,4.7385621,.61199999
420723004546,Dallastown El Sch,Dallastown Area SD,Regular school,Elementary,0,0,0,0,1,5.7142859,1.1428572,87.428574,52.57143,153,175,73,41.714287,19,10.857142,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.175
420723004547,Loganville-Springfield El Sch,Dallastown Area SD,Regular school,Elementary,0,0,0,.21691974,2,4.7722344,3.4707158,86.767899,22.125813,400,461,90,19.522776,12,2.6030369,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.461
420723004549,York Twp El Sch,Dallastown Area SD,Regular school,Elementary,0,0,1.5250545,.21786493,2,6.9716778,6.3180828,77.777779,32.461872,357,459,128,27.886711,21,4.5751634,149,4,.87145972,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.87145972,.45899999
420723004551,Ore Valley El Sch,Dallastown Area SD,Regular school,Elementary,0,0,.94517958,.18903592,2,7.7504725,10.775047,75.236298,33.081284,398,529,157,29.678638,18,3.4026465,175,5,.94517958,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.94517958,.52899998
420723004553,Dallastown Area SHS,Dallastown Area SD,Regular school,High School,0,0,4.5407639,.30959752,3,9.2879257,5.0567594,79.411766,26.212591,1539,1938,430,22.187822,78,4.0247679,508,53,2.7347782,88,0,0,0,0,0,0,0,0,5,1,0,2,0,6,.30959752,6,0,0,2.7347782,1.938
420723004701,Leaders Heights El Sch,Dallastown Area SD,Regular school,Elementary,0,0,0,0,1,6.875,2.5,86.875,23.125,139,160,33,20.625,4,2.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16
420723006598,Dallastown Area MS,Dallastown Area SD,Regular school,Elementary,0,0,5.6949806,.19305019,2,8.301158,5.7915058,78.571426,31.177607,814,1036,274,26.447876,49,4.7297297,323,47,4.5366797,59,0,0,0,0,0,0,0,0,5,0,0,3,0,5,.48262548,2,0,0,4.5366797,1.036
420723007355,Dallastown Area Intermediate Sch,Dallastown Area SD,Regular school,Elementary,0,0,1.2566137,.1984127,2,8.333333,7.6058202,77.777779,33.267197,1176,1512,406,26.851852,97,6.4153438,503,15,.99206346,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,.99206346,1.512
420729000364,Daniel Boone Area MS,Daniel Boone Area SD,Regular school,Elementary,0,0,.24038461,.24038461,2,4.5673075,5.5288463,83.41346,24.399038,694,832,182,21.875,21,2.5240386,203,22,2.6442308,2,0,0,0,0,0,1,0,1,6,0,0,0,0,8,.96153843,2,0,0,2.6442308,.83200002
420729004810,Daniel Boone Area HS,Daniel Boone Area SD,Regular school,High School,0,0,.61242342,.34995624,4,4.1119862,2.9746282,89.15136,19.072617,1019,1143,194,16.972878,24,2.0997376,218,28,2.4496937,7,0,0,0,0,0,0,0,1,3,0,0,1,0,4,.34995624,4,0,0,2.4496937,1.143
420729006772,Monocacy El Ctr,Daniel Boone Area SD,Regular school,Elementary,0,0,0,.18621974,2,3.7243948,7.0763502,80.260704,17.504656,431,537,87,16.201117,7,1.3035382,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.537
420729007519,Amity El Ctr,Daniel Boone Area SD,Regular school,Elementary,0,0,1.1065007,.27662519,3,4.426003,4.5643153,85.615494,25.311203,619,723,158,21.853388,25,3.4578147,183,6,.82987553,8,0,0,0,0,0,5,0,1,4,0,0,12,0,10,1.3831259,2,0,0,.82987553,.72299999
420729009946,Birdsboro El Ctr,Daniel Boone Area SD,Regular school,Elementary,0,0,.81967211,.81967211,4,4.0983605,4.9180326,88.52459,40.163933,108,122,42,34.426231,7,5.7377048,49,1,.81967211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.81967211,.122
420732003424,Danville Area MS,Danville Area SD,Regular school,Elementary,0,0,5.9964728,.35273367,4,2.8218694,3.5273368,89.594353,29.453262,508,567,153,26.984127,14,2.4691358,167,19,3.35097,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,.17636684,3.35097,.56699997
420732003425,Danville Area SHS,Danville Area SD,Regular school,High School,0,0,4.9475265,.52473766,4,1.9490255,2.8485758,87.706146,20.989506,585,667,129,19.34033,11,1.6491754,140,27,4.047976,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,4.047976,.667
420732004833,Liberty-Valley El Sch,Danville Area SD,Regular school,Elementary,0,0,.9861933,.19723865,2,1.7751479,3.1558185,86.193291,33.333332,437,507,152,29.980276,17,3.3530571,169,4,.78895462,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.78895462,.50700003
420732007406,Danville Primary Sch,Danville Area SD,Regular school,Elementary,0,0,.72332728,.18083182,1,2.3508136,2.8933091,85.895119,32.549728,475,553,154,27.848101,26,4.7016273,180,3,.54249549,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.18083182,.54249549,.55299997
420738505278,Dauphin County Technical School,Dauphin County Technical School,Vocational school,High School,0,0,7.7715354,.28089887,3,25.842697,15.074906,50.280899,57.490635,537,1068,540,50.561798,74,6.9288387,614,80,7.4906368,83,0,0,2,0,0,0,0,0,18,0,0,9,0,20,1.8726592,3,0,0,7.4906368,1.068
420753000132,Dingman-Delaware MS,Delaware Valley SD,Regular school,Elementary,0,0,6.1295972,.26269701,3,2.6269703,12.084063,80.385292,35.551662,459,571,180,31.523643,23,4.0280209,203,34,5.9544659,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,.5,.087565675,5.9544659,.57099998
420753000474,Dingman-Delaware Primary Sch,Delaware Valley SD,Regular school,Elementary,0,0,1.8292683,.20325203,2,1.6260163,14.227642,79.674797,43.089432,392,492,186,37.804878,26,5.2845531,212,9,1.8292683,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8292683,.49200001
420753003864,Dingman-Delaware El Sch,Delaware Valley SD,Regular school,Elementary,0,0,.97465885,.19493178,2,2.1442494,12.280702,79.727097,36.257309,409,513,169,32.94347,17,3.3138402,186,5,.97465885,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.97465885,.51300001
420753003865,Delaware Valley MS,Delaware Valley SD,Regular school,Elementary,0,0,8.6519117,.30181086,3,1.2072434,10.060362,83.299797,32.79678,414,497,149,29.979879,14,2.8169014,163,43,8.6519117,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,.5,.10060363,8.6519117,.49700001
420753003866,Shohola El Sch,Delaware Valley SD,Regular school,Elementary,0,0,5.1162791,.23255815,2,.23255815,8.139535,83.953491,31.39535,361,430,131,30.465117,4,.93023258,135,22,5.1162791,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.1162791,.43000001
420753005261,Delaware Valley HS,Delaware Valley SD,Regular school,High School,0,0,4.968153,.44585988,4,1.5923567,9.2993631,83.375793,29.617834,1309,1570,427,27.197453,38,2.4203823,465,78,4.968153,78,0,0,0,0,0,1,0,0,12,0,0,1,0,13,.82802546,7,1,.063694268,4.968153,1.5700001
420753007200,Delaware Valley El Sch,Delaware Valley SD,Regular school,Elementary,0,0,1.5810276,.19762845,2,.98814231,10.869565,80.83004,39.920948,409,506,189,37.35178,13,2.56917,202,8,1.5810276,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5810276,.50599998
420754000431,Deer Lakes MS,Deer Lakes SD,Regular school,Elementary,0,0,7.6754384,.21929824,2,.43859649,1.0964912,96.271927,29.605263,439,456,113,24.780703,22,4.8245616,135,25,5.4824562,35,0,0,0,0,0,0,0,0,4,0,0,0,0,4,.87719297,1,.25,.054824561,5.4824562,.456
